standard_id,title,short_citation,region,applies_to,notes
ISO_80601-2-74,Medical electrical equipment — Part 2-74: Particular requirements for respiratory humidifying equipment,ISO 80601-2-74:2021,Global,Humidifiers;Ventilators;Respiratory,Safety/performance for humidifiers in invasive and non-invasive use.
ISO_21530,Dentistry — Materials used for dental equipment surfaces — Determination of resistance to chemical disinfectants,ISO 21530:2004,Global,Dental;Cleaning;Metrology,PQ method for validating surface durability against repeated cleaning.
ASTM_F2847,Standard Practice for Reporting and Assessment of Residues on Single-Use Implants,ASTM F2847-17,US,Implants;Cleaning;Forming,Protocol for qualifying surface cleanliness and manufacturing residuals.
ISO_22442-1,Medical devices utilizing animal tissues — Part 1: Application of risk management,ISO 22442-1:2020,Global,HCT/Ps;Biological Implants;Design,Risk framework for pathogens in animal-derived device components. 
ISO_22442-2,"Medical devices utilizing animal tissues — Part 2: Controls on sourcing, collection and handling",ISO 22442-2:2020,Global,HCT/Ps;Biological Implants;Sourcing,Mandatory requirements for the animal-origin supply chain. 
ISO_22442-3,Medical devices utilizing animal tissues — Part 3: Validation of virus/TSE inactivation,ISO 22442-3:2007,Global,HCT/Ps;Biological Implants;Sterilization,Validation criteria for eliminating infectious agents from tissue. 
ASTM_F2100,Standard Specification for Performance of Materials Used in Medical Face Masks,ASTM F2100-23,US,PPE;Masks;Laundering,Establishes the Level 1-3 barrier hierarchy for medical settings.
IEC_60601-2-40,Particular requirements for basic safety and essential performance of electromyographs,IEC 60601-2-40:2024,Global,EMG;Evoked Response;Neurology,Safety requirements for muscle and nerve monitoring equipment.
ISO_19223-2,Lung ventilators and related equipment — Vocabulary — Part 2: High frequency and jet ventilation,ISO 19223-2:2025,Global,Ventilators;Respiratory;Design,Standardized terminology for neonatal and critical care jet systems.
ISO_19223-3,Lung ventilators and related equipment — Vocabulary — Part 3: Respiratory care,ISO 19223-3:2025,Global,Ventilators;Respiratory;Design,General terminology framework for the respiratory therapy sector.
ISO_10993-2,Biological evaluation of medical devices — Part 2: Animal welfare requirements,ISO 10993-2:2022,Global,Biocompatibility;All;Laboratory,Ethical and scientific requirements for any necessary animal testing. 
ISO_TR_10993-33,Biological evaluation — Part 33: Guidance on tests to evaluate genotoxicity,ISO/TR 10993-33:2015,Global,Biocompatibility;All;Laboratory,Supplemental report for interpreting complex genotoxicity data. 
ASTM_F748,Standard Practice for Selecting Generic Biological Test Methods for Materials and Devices,ASTM F748-25,US,Biocompatibility;All;Laboratory,US framework for selecting biocomp tests commensurate with risk.
ASTM_F1984,Standard Practice for Testing for Whole Complement Activation in Serum,ASTM F1984-25,US,Biocompatibility;Implants;Materials,Evaluates the inflammatory response to solid device materials.
ASTM_F895,Agar Diffusion Cell Culture Screening for Cytotoxicity,ASTM F895-25,US,Biocompatibility;All;Laboratory,Standard method for qualifying the cytotoxicity of extractables.
ISO_11138-4,Sterilization — Biological indicators — Part 4: Indicators for dry heat,ISO 11138-4:2017,Global,Sterilization;Ovens;BIs,Specific requirements for B. atrophaeus challenge carriers.
ISO_11138-5,Sterilization — Biological indicators — Part 5: Indicators for formaldehyde,ISO 11138-5:2017,Global,Sterilization;BIs;Chemical,Benchmarks for low-temperature steam and formaldehyde indicators.
ISO_374-5,Protective gloves against dangerous chemicals and micro-organisms,ISO 374-5:2016,Global,PPE;Gloves;Forming,Core standard for validating the viral protection of medical gloves.
ISO_5840-1,Cardiovascular implants — Cardiac valve prostheses — Part 1: General requirements,ISO 5840-1:2021,Global,Heart Valves;Cardiovascular,Core safety and performance requirements for cardiac valve substitutes.
ISO_5840-2,Cardiovascular implants — Cardiac valve prostheses — Part 2: Surgically implanted heart valve substitutes,ISO 5840-2:2021,Global,Heart Valves;Surgical Implants,Performance benchmarks for valves implanted via traditional surgery.
ISO_5840-3,Cardiovascular implants — Cardiac valve prostheses — Part 3: Heart valve substitutes implanted by transcatheter techniques,ISO 5840-3:2021,Global,TAVI;TAVR;Interventional Cardiology,Specific benchmarks for minimally invasive heart valve replacements.
ISO_7206-4,Implants for surgery — Partial and total hip joint prostheses — Part 4: Determination of endurance properties of stemmed femoral components,ISO 7206-4:2010,Global,Hip Implants;Orthopedics;Fatigue Rigs,"PQ test method for stemmed components under physiological cyclic load. [6, 7]"
ISO_7206-6,Implants for surgery — Partial and total hip joint prostheses — Part 6: Determination of endurance properties of head and neck region of stemmed femoral components,ISO 7206-6:2013,Global,Hip Implants;Orthopedics;Mechanical Testing,Particular requirements for the femoral head-neck taper junction. [7]
ISO_7206-10,Implants for surgery — Partial and total hip joint prostheses — Part 10: Determination of resistance to static load of modular femoral heads,ISO 7206-10:2018,Global,Hip Implants;Modular Joints;Metrology,Static crush testing to qualify ceramic/metallic modular heads.
ASTM_F1875,Standard Practice for Fretting Corrosion Testing of Modular Implant Interfaces: Hip Femoral Head-Bore and Cone Taper Interface,ASTM F1875-98,US,Hip Implants;Orthopedics;Metrology,PQ method for assessing material loss at modular implant junctions. [7]
ASTM_F2009,Standard Test Method for Determining the Axial Disassembly Force of Taper Connections of Modular Prostheses,ASTM F2009-20,US,Orthopedic Implants;Modular Joints;Force Gauges,Mechanical benchmark for validating modular joint locking stability.
ISO_14242-1,Implants for surgery — Wear of total hip-joint prostheses — Part 1: Loading and displacement parameters for wear-testing machines and corresponding environmental conditions for test,ISO 14242-1:2014,Global,Hip Implants;Wear Simulators;Orthopedics,Defines the standardized gait cycle for qualifying joint bearing surfaces.
ISO_14242-2,Implants for surgery — Wear of total hip-joint prostheses — Part 2: Methods of measurement,ISO 14242-2:2016,Global,Hip Implants;Metrology;Lab,"Gravimetric measurement protocols for assessing total mass loss. [6, 7]"
ISO_14243-1,Implants for surgery — Wear of total knee-joint prostheses — Part 1: Loading and displacement parameters for wear-testing machines with load control and corresponding environmental conditions for test,ISO 14243-1:2009,Global,Knee Implants;Wear Simulators;Orthopedics,Simulation parameters for load-controlled knee joint simulators.
ISO_14243-2,Implants for surgery — Wear of total knee-joint prostheses — Part 2: Methods of measurement,ISO 14243-2:2016,Global,Knee Implants;Metrology;Lab,Gravimetric protocols for assessing tibial insert wear debris. [7]
ISO_21535,Non-active surgical implants — Joint replacement implants — Specific requirements for hip-joint replacement implants,ISO 21535:2023,Global,Hip Implants;Orthopedics;Design,Core requirements for marking and performance of hip systems. [8]
ISO_21536,Non-active surgical implants — Joint replacement implants — Specific requirements for knee-joint replacement implants,ISO 21536:2023,Global,Knee Implants;Orthopedics;Design,Core performance and safety benchmarks for all total knee systems. [8]
ASTM_F1264,Standard Specification and Test Methods for Intramedullary Fixation Devices,ASTM F1264-16,US,Orthopedic Trauma;Trauma Fixation;Machining,Governs the mechanical testing of orthopedic nails and rods. [7]
ASTM_F1717,Standard Test Methods for Spinal Implant Constructs in a Vertebrectomy Model,ASTM F1717-21,US,Orthopedics;Spinal Implants;Fatigue Rigs,Primary fatigue rig protocol for qualifying spinal fixation hardware. [9]
ASTM_F1798,Standard Guide for Evaluating the Static and Fatigue Properties of Interconnection Mechanisms and Subassemblies Used in Spinal Arthrodesis Implants,ASTM F1798-13,US,Spinal Implants;Fatigue Rigs;Assembly,"Validation method for spinal clamps, plugs, and cross-links."
ASTM_F2193,Standard Specifications and Test Methods for Components Used in the Surgical Fixation of the Spinal Skeletal System,ASTM F2193-20,US,Spinal Implants;Machining;Forming,Performance benchmarks for spinal thin wires and cables. [9]
ISO_14801,Dentistry — Implants — Dynamic loading test for endosseous dental implants,ISO 14801:2016,Global,Dental Implants;Metrology;Fatigue Rigs,Defines the flexural fatigue challenge for qualifying dental screws. [9]
ISO_11070,"Sterile single-use intravascular introducers, dilators and guidewires",ISO 11070:2014,Global,Catheters;Guidewires;Introducers,Technical requirements for vascular access device safety.
ISO_14117,Active implantable medical devices — Electromagnetic compatibility — EMC test protocols,ISO 14117:2019,Global,Active Implants;Lab;Product Testing,Protocols for qualifying pacer/defib immunity to EMI and magnetic fields. [Image 1]
ISO_IEEE_11073_10101,Health informatics — Personal health device communication — Part 10101: Nomenclature,ISO/IEEE 11073-10101,Global,Software;Patient Monitoring;Active Implants,Vital sign communication standards for interoperable clinical data devices. [Image 1]
ISO_TR_22979,Ophthalmic implants — Intraocular Lenses — Guidance on clinical investigation of modifications,ISO/TR 22979:2017,Global,IOLs;Ophthalmics;Clinical,Guidance for risk management of modified anterior/posterior chamber lenses. [; S_R450]
USP_232,Elemental Impurities — Limits,USP ,US,Biocomp;Materials;Analytical Lab,Sets Permitted Daily Exposure (PDE) limits for toxic elements in medical components.
USP_233,Elemental Impurities — Procedures,USP ,US,Biocomp;Materials;Analytical Lab,Defines validation requirements for ICP-MS and ICP-OES safety release procedures.
USP_858,Raman Spectroscopy,USP ,US,Metrology;Raw Material ID;Lab,Outlines requirements for wavelength accuracy and linearity in Raman systems.
USP_1858,Raman Spectroscopy — Theory and Practice,USP ,US,Metrology;Raw Material ID;Lab,Informational guidance on scattering theory and chemometric release models.
USP_1225,Validation of Compendial Procedures,USP ,US,Analytical Lab;Metrology,"Requirements for proving analytical methods are accurate, precise, and specific."
ASTM_F3127,Standard Guide for Validating Cleaning Processes Used During Medical Device Manufacture,ASTM F3127-16,US,Cleaning;Washer-Disinfectors;Reprocessing,Provides a structured lifecycle approach to medical equipment cleaning validation.
ISO_12189,Implants for surgery — Mechanical testing of spinal devices — Fatigue method with anterior support,ISO 12189:2008,Global,Spinal Implants;Fatigue Rigs;Mechanical Testing,Standardized fatigue testing on flexible spinal assemblies mimicking gait.
ASTM_F2706,Test Methods for Occipital-Cervical Spinal Implant Constructs in a Vertebrectomy Model,ASTM F2706-18,US,Spinal Implants;Fatigue Rigs;Mechanical Testing,Evaluates static and dynamic properties of high-risk cervical spinal hardware.
ASTM_F2624,"Test Method for Static, Dynamic, and Wear Assessment of Extra-Discal Spinal Constructs",ASTM F2624-12,US,Spinal Implants;Wear Simulators;Mechanical Testing,Evaluates mechanical integrity and wear debris of single-level disc constructs.
ASTM_F1223,Standard Test Method for Determination of Total Knee Replacement Constraint,ASTM F1223-20,US,Knee Implants;Mechanical Testing,Measures the stability and constraint of knee bearing surfaces under stress.
ASTM_F3334,Practice for FEA of Metallic Orthopaedic Total Knee Tibial Components,ASTM F3334-19,US,Knee Implants;FEA;Design,Computational modeling guidelines for knee component safety validation.
ASTM_F2033,Standard Specification for Metal-on-Metal Hip Arthroplasty Bearings,ASTM F2033-20,US,Hip Implants;Metrology;Surface Finish,Defines surface finish and tolerances for bearing surfaces to minimize wear.
ASTM_F2582,Test Method for Dynamic Impingement Between Femoral and Acetabular Hip Components,ASTM F2582-20,US,Hip Implants;Mechanical Testing,Evaluates the risk of component contact outside the intended bearing area.
ASTM_F3143,determination of Frictional Torque and Friction Factor for Hip Replacement Bearings,ASTM F3143-20,US,Hip Implants;Metrology;Mechanical Testing,Uses reciprocal friction simulators to quantify joint torque performance.
ASTM_F3738,Hip Simulator Wear Testing Under Adverse Conditions Using Third-Body Particles,ASTM F3738-25,US,Hip Implants;Wear Simulators;Mechanical Testing,Simulates the impact of third-body debris on joint longevity during PQ.
ISO_7207-1,Implants for surgery — Components for knee prostheses — Part 1: Classification,ISO 7207-1:2007,Global,Knee Implants;Orthopedics,Foundational classification for partial and total knee joint components.
ISO_7207-2,Implants for surgery — Components for knee prostheses — Part 2: Articulating surfaces,ISO 7207-2:2025,Global,Knee Implants;Orthopedics,Specifies material-specific requirements for joint bearing interfaces.
IEC_60601-2-26,Medical electrical equipment — Part 2-26: Particular requirements for the basic safety and essential performance of electroencephalographs,IEC 60601-2-26:2012,Global,EEG; Neurology; Diagnostic,Particular safety for brain-activity recording hardware.
IEC_60601-2-40,Medical electrical equipment — Part 2-40: Particular requirements for the basic safety and essential performance of electromyographs,IEC 60601-2-40:2024,Global,EMG; Neurology; Monitoring,Safety for nerve-conduction and muscle monitor hardware.
IEC_60601-2-50,Medical electrical equipment — Part 2-50: Particular requirements for basic safety of infant phototherapy equipment,IEC 60601-2-50:2020,Global,Phototherapy; Neonatal; Therapeutic,Safety for blue-light therapy in bilirubin reduction.
IEC_60601-2-19,Medical electrical equipment — Part 2-19: Particular requirements for basic safety of infant incubators,IEC 60601-2-19:2020,Global,Incubators; Neonatal; Environment,Safety requirements for neonatal thermoregulation systems.
IEC_60601-2-20,Medical electrical equipment — Part 2-20: Particular requirements for safety of infant transport incubators,IEC 60601-2-20:2020,Global,Transport Incubators; EMS; Neonatal,Safety requirements for mobile neonatal care units.
IEC_60601-2-21,Medical electrical equipment — Part 2-21: Particular requirements for safety of infant radiant warmers,IEC 60601-2-21:2020,Global,Radiant Warmers; Neonatal; Therapeutic,Safety for open-bed thermoregulation systems.
IEC_60601-2-35,Medical electrical equipment — Part 2-35: Particular requirements for basic safety of heating blankets/pads,IEC 60601-2-35:2023,Global,Heating Blankets; Therapeutic; Warming,Particular safety for preventing thermal injury during surgery.
IEC_60601-2-52,Medical electrical equipment — Part 2-52: Particular requirements for basic safety of medical beds,IEC 60601-2-52:2015,Global,Medical Beds; Facilities; Patient Handling,Safety requirements for motorized hospital bed systems.
IPC_7801,Reflow Oven Process Control Standards,IPC-7801A,Global,Electronics; Reflow Ovens; Assembly,Standardizes periodic verification of reflow profile repeatability.
IPC_7351,Generic Requirements for Surface Mount Design and Land Pattern Standard,IPC-7351B,Global,Electronics; PCBs; Design,Guidelines for medical device circuit board pad configurations. 
IPC_7525,Stencil Design Guidelines,IPC-7525B,Global,Electronics; Solder Paste Printers,Benchmarks for aperture designs in medical SMT stencils. 
ISO_3696,Water for analytical laboratory use — Specification and test methods,ISO 3696:1987,Global,Laboratory; Reagents; Utilities,Global benchmark for reagent-grade water quality.
ISO_4787,Laboratory glassware — Volumetric instruments — Methods for testing of capacity and for use,ISO 4787:2010,Global,Laboratory; Metrology; Calibration,Procedures for qualifying the accuracy of lab measurement vessels.
EN_1822,"High efficiency air filters (EPA, HEPA and ULPA) — Part 1: Classification, performance testing and marking",EN 1822-1:2019,Global,HEPA Filters; HVAC; Cleanrooms,Filter efficiency benchmarks for cleanroom air supply.
EN_14476,Chemical disinfectants and antiseptics — Quantitative suspension test for virucidal activity in the medical area,EN 14476:2013,Global,Sterilization; Cleaning; Laboratory,Methodology for evaluating the viral kill rate of disinfectants.
EN_14348,Chemical disinfectants and antiseptics — Quantitative suspension test for mycobactericidal activity,EN 14348:2005,Global,Sterilization; Cleaning; Reprocessing,Test method for high-level disinfectants used on instruments.
EN_16777,Chemical disinfectants and antiseptics — Quantitative non-porous surface test for virucidal activity,EN 16777:2018,Global,Facilities; Cleaning; Decontamination,Validates virucidal activity on non-porous cleanroom surfaces.
ASTM_F1223,Standard Test Method for Determination of Total Knee Replacement Constraint,ASTM F1223-20,US,Knee Implants; Mechanical Testing,Measures the stability of knee bearing surfaces under stress. 
ASTM_F3334,Standard Practice for Finite Element Analysis (FEA) of Metallic Orthopaedic Total Knee Tibial Components,ASTM F3334-19,US,Knee Implants; FEA; Design,Computational modeling guidelines for knee component safety. 
ISO_14879_1,Implants for surgery — Total knee-joint prostheses — Part 1: Determination of endurance properties of knee tibial trays,ISO 14879-1:2020,Global,Orthopedics; Knee Implants,Particular requirements for the fatigue resistance of tibial bases.
ICH_Q1A,Stability Testing of New Drug Substances and Products,ICH Q1A(R2),Global,Stability Chambers;Reagents;Storage,Defines the 3D mapping and loaded-condition benchmarks for aging ovens.
ICH_Q3C,Impurities: Guideline for Residual Solvents,ICH Q3C(R8),Global,Analytical Lab;Materials;HCT/Ps,Critical for qualifying the sensitivity of GC-MS systems used for residuals.
J_STD_020,Moisture/Reflow Sensitivity Classification for Nonhermetic Surface Mount Devices,IPC/JEDEC J-STD-020F,Global,Electronics;Reflow Ovens;Assembly,Used to qualify peak temperature limits during SMT reflow OQ.
J_STD_002,"Solderability Tests for Component Leads, Terminations, Lugs, Terminals and Wires",J-STD-002E,Global,Electronics;Metrology;Soldering,"Standard for ""dip and look"" tests to qualify incoming active components."
ASTM_F2193,Standard Specifications and Test Methods for Components Used in Spinal Fixation,ASTM F2193-20,US,Spinal Implants;Machining;Forming,Performance benchmarks for qualifying spinal thin wires and cables.
ISO_18489,Polyethylene for joint replacements — Mechanical testing of bearing surfaces,ISO 18489:2015,Global,Orthopedics;Joint Wear;Mechanical Testing,Particular requirements for fatigue resistance of joint bearing interfaces.
ASTM_F2978,Guide to Optimize Scan Sequences for Diagnostic Evaluation of Hip Arthroplasty,ASTM F2978-20,US,Hip Implants;MRI;Radiology,Guidance for qualifying MRI hardware settings for patients with metal implants.
ANSI_ISEA_Z87_1,Occupational and Educational Personal Eye and Face Protection Devices,ANSI/ISEA Z87.1-2025,US,PPE;Production Safety;Environment,Standard for qualifying safety glasses and shields used in manufacturing.
IEC_62443_4_1,Security for industrial automation and control systems — Part 4-1: Secure product development lifecycle,IEC 62443-4-1:2018,Global,Software;Active Implants;IT Systems,Foundational requirements for the cybersecurity OQ of automated systems.
CGA_V_1,Standard for Compressed Gas Cylinder Valve Outlet and Inlet Connections,CGA V-1:2019,US,Gas Cylinders;Utilities;Manifolds,Safety benchmarks to prevent the inadvertent substitution of medical gases. 
CGA_V_5,Diameter Index Safety System (Noninterchangeable Low Pressure Connections),CGA V-5:2019,US,Anesthesia;Resuscitation;Utilities,Critical for qualifying connections in anesthesia/respiratory workstations. 
ISBT_128,"Standard Terminology, Identification and Labeling of Medical Products of Human Origin",ISBT-128 Rev 6,Global,HCT/Ps;Labeling;Traceability,Globally recognized system for donor-to-recipient traceability in HCT/Ps.
ASTM_D6653,Determining the Effects of High Altitude on Packaging Systems by Vacuum Method,ASTM D6653-13,US,Packaging;Logistics;Vacuum Chambers,PQ method for validating sterile barrier integrity during air transport.
ISO_20391-1,Biotechnology — Cell counting — Part 1: General guidance on cell counting methods,ISO 20391-1:2018,Global,HCT/Ps;Laboratory;Cell Counters,Requirements for qualifying automated counting and viability algorithms. 
ASTM_F3335,Assessing the Removal of Additive Manufacturing Residues in Medical Devices,ASTM F3335-20,US,Orthopedic Implants;Additive Mfg;Finishing,Specific guidance for qualifying the cleaning of 3D-printed porous implants.
ASTM_F3357,Standard Guide for Designing Reusable Medical Devices for Cleanability,ASTM F3357-19,US,Reusable Devices;Cleaning;Reprocessing,Design-phase benchmarks that inform the PQ of automated washer-disinfectors.
ASTM_F3438,Detection and Quantification of Cleaning Markers for Validation of Cleaning Methods,ASTM F3438-24,US,Cleaning;Surgical Instruments;Reprocessing,Standard for validating marker-detection LODs on surgical tool surfaces.
ASTM_F640,Standard Test Methods for Determining Radiopacity for Medical Use,ASTM F640-23,US,All Implants;Radiology;Metrology,PQ method for validating the visibility of markers under X-ray/Fluoroscopy.
ISO_19227,Implants for surgery — Cleanliness of orthopedic implants — General requirements,ISO 19227:2018,Global,Orthopedic Implants;Cleaning;Lab,Mandatory criteria for verifying residual removal on chronic implants.
ASTM_F2028,Standard Test Methods for Dynamic Evaluation of Glenoid Loosening,ASTM F2028-25a,US,Shoulder Implants;Mechanical Testing;Metrology,Critical fatigue rig protocol for qualifying reverse shoulder prostheses.
ISO_13356,Implants for surgery — Ceramic materials based on yttria-stabilized tetragonal zirconia (Y-TZP),ISO 13356:2015,Global,Orthopedics;Ceramic Implants;Furnaces,Establishes the material strength and phase purity benchmarks for high-risk ceramics.
ISO_18562-1,Biocompatibility evaluation of breathing gas pathways — Part 1: Evaluation and testing within a risk management process,ISO 18562-1:2024,Global,Ventilators;Anesthesia;Breathing Circuits,Mandatory framework for evaluating the safety of air-pathway materials.
ISO_18562-2,Biocompatibility evaluation of breathing gas pathways — Part 2: Tests for emissions of particulate matter,ISO 18562-2:2024,Global,Ventilators;CPAP;Lab,Methodology for qualifying the particle-shedding risk of respiratory devices.
ISO_18562-3,Biocompatibility evaluation of breathing gas pathways — Part 3: Tests for emissions of volatile organic compounds (VOCs),ISO 18562-3:2024,Global,Ventilators;Anesthesia;Lab,Standard for validating VOC outgassing levels from manifolds and masks.
ISO_18562-4,Biocompatibility evaluation of breathing gas pathways — Part 4: Tests for leachables in condensate,ISO 18562-4:2024,Global,Ventilators;Humidifiers;Lab,Methodology for identifying hazardous chemicals in the moisture-path.
ASTM_F1608,Standard Test Method for Microbial Ranking of Porous Packaging Materials,ASTM F1608-21,US,Packaging;Sterile Barrier;Metrology,Evaluates the performance of Tyvek/paper as a microbial barrier.
ISTA_3A,Packaged-Products for Parcel Delivery System Shipment 70kg (150 lb) or Less,ISTA 3A,US;Global,Packaging;Logistics;Validation,Common alternative to ASTM D4169 for validating individual parcel shippers.
ISO_14160,Sterilization — Liquid chemical sterilizing agents for single-use devices utilizing animal tissues,ISO 14160:2020,Global,Sterilization;HCT/P Processing;Animal Tissues,Validation criteria for non-thermal sterilization of biological grafts. 
ISO_11145,Optics and photonics — Lasers and laser-related equipment — Vocabulary and symbols,ISO 11145:2018,Global,Laser Welders;Cutting Systems;Markers,Standardized terminology for qualifying laser machine capabilities.
ISO_11553-1,Safety of machinery — Laser processing machines — Part 1: General safety requirements,ISO 11553-1:2020,Global,Laser Welders;Cutting Systems;Machining,Core safety standard for automated laser manufacturing workcells.
ISO_11553-2,Safety of machinery — Laser processing machines — Part 2: Safety requirements for hand-held laser devices,ISO 11553-2:2007,Global,Handheld Lasers;Welding;Finishing,Specific safety benchmarks for operator-guided laser tools.
ISO_13849-1,Safety of machinery — Safety-related parts of control systems — Part 1: General principles,ISO 13849-1:2023,Global,CNC Machining;Robotics;Conveyors,"Outlines the ""Performance Level"" (PL) requirements for equipment interlocks."
ISO_13850,Safety of machinery — Emergency stop function — Principles for design,ISO 13850:2015,Global,All Production Equipment;Integration,Benchmarks for qualifying E-stop response times and actuation logic.
ISO_14119,Safety of machinery — Interlocking devices associated with guards,ISO 14119:2013,Global,CNC Machining;Automation;Forming,Principles for selecting and qualifying door/guard interlock hardware.
ISO_13857,Safety of machinery — Safety distances to prevent hazard zones being reached,ISO 13857:2019,Global,Robotics;Automation;Conveyors,OQ criteria for physical guarding and reach zones on the production floor.
ISO_12100,Safety of machinery — General principles for design — Risk assessment,ISO 12100:2010,Global,All Production Equipment;Design,Foundational standard for conducting equipment-level safety risk analyses.
EN_60204-1,Safety of machinery — Electrical equipment of machines — Part 1: General requirements,EN 60204-1:2018,Global,CNC Machining;Electronics;Assembly,Core electrical safety standard for industrial manufacturing hardware.
ISO_20391-2,Biotechnology — Cell counting — Part 2: Experimental design and statistical analysis,ISO 20391-2:2019,Global,HCT/P;Lab;Cell Counters,Requirements for quantifying the performance of automated cell counters.
ISO_17327-1,Non-active surgical implants — Implant coating — Part 1: General requirements,ISO 17327-1:2018,Global,Implants;Coating Lines;HA Sprayers,"High-level benchmarks for adhesion, chemistry, and surface coverage. "
ISO_18250-1,Connectors for reservoir delivery systems — Part 1: General requirements,ISO 18250-1:2018,Global,Infusion;Connectors;Feeding Lines,Specific framework for prevents misconnections in delivery sets.
ISO_13854,Safety of machinery — Minimum gaps to avoid crushing of parts of the human body,ISO 13854:2017,Global,Robotics;Automation;Assembly,OQ benchmark for validating physical safety clearance in workcells.
ISO_13855,Safety of machinery — Positioning of safeguards with respect to approach speeds,ISO 13855:2010,Global,Robotics;Automation;Guarding,Defines light-curtain and laser-scanner placement logic for OQ.
ISO_14120,Safety of machinery — Guards — General requirements for design and construction,ISO 14120:2015,Global,CNC Machining;Robotics;Forming,Criteria for qualifying fixed and movable equipment enclosures.
ISO_11139,Sterilization of health care products — Vocabulary of terms used in sterilization,ISO 11139:2018,Global,Sterilization;All,Foundational terminology for cycle development and PQ reporting. 
ISO_15882,"Chemical indicators — Guidance for selection, use and interpretation of results",ISO 15882:2008,Global,Sterilization;Validation,Technical requirements for qualifying Type 1-6 indicator use in PQ. 
AAMI_TIR35,Radiation sterilization — Product adoption and alternative sampling plans,AAMI TIR35:2016,US,Sterilization;Gamma;E-Beam,Guidance for qualifying new parts into a validated radiation dose. 
AAMI_TIR37,Radiation — Guidance on sterilization of human tissue-based products,AAMI TIR37:2013,US,Sterilization;HCT/Ps;Biologicals,Particular dosimetry benchmarks for biological graft sterilization. 
AAMI_TIR40,Radiation — Guidance on dose setting utilizing a Modified Method 2,AAMI TIR40:2018,US,Sterilization;Gamma;E-Beam,Statistical methodology for qualifying low-bioburden medical parts. 
AAMI_TIR76,Radiation — Substantiation of selected dose: Method Vdmax SD-S,AAMI TIR76:2021,US,Sterilization;Gamma;E-Beam,Protocol for validating doses for small batch or single-use kits. 
ASTM_F3335,Assessing removal of additive manufacturing residues in medical devices,ASTM F3335-20,US,Orthopedic Implants;Additive Mfg;Finishing,Specific guidance for qualifying cleaning of 3D-printed porous parts.
ASTM_F3357,Standard Guide for Designing Reusable Medical Devices for Cleanability,ASTM F3357-19,US,Reusable Devices;Cleaning;Reprocessing,Design benchmarks that inform PQ of automated washer-disinfectors.
ASTM_F3438,Detection and quantification of cleaning markers for validation of methods,ASTM F3438-24,US,Cleaning;Surgical Instruments;Reprocessing,Standard for validating marker-detection limits on device surfaces.
ASTM_F640,Standard Test Methods for Determining Radiopacity for Medical Use,ASTM F640-23,US,All Implants;Radiology;Metrology,PQ method for validating marker visibility under X-ray/Fluoroscopy.
ASTM_F732,Wear testing of polymeric materials used in total joint prostheses,ASTM F732-17,US,Orthopedics;Implants;Material Lab,Evaluates long-term material wear debris (PEEK/UHMWPE).
ASTM_F746,Pitting or crevice corrosion of metallic surgical implant materials,ASTM F746-04,US,Orthopedics;Machining;Material Lab,Standard for qualifying corrosion susceptibility of metallic alloys.
ASTM_F897,Measuring fretting corrosion of osteosynthesis plates and screws,ASTM F897-19,US,Orthopedics;Implants;Metrology,Benchmark for material loss at the plate/screw mechanical interface.
ASTM_F1044,Shear testing of calcium phosphate and metallic coatings,ASTM F1044-25,US,Orthopedics;HA Sprayers;Sintering,Measures static shear resistance of surface/substrate interfaces.
ASTM_F1089,Standard Test Method for Corrosion of Surgical Instruments,ASTM F1089-24,US,Surgical Instruments;Cleaning;Finishing,Protocol for qualifying instrument resistance to reprocessing.
ASTM_F3141,Standard Guide for Total Knee Replacement Loading Profiles,ASTM F3141-23,US,Knee Implants;Mechanical Testing,Gait cycle benchmarks for qualifying knee arthroplasty systems.
ISO_8828,Implants for surgery — Guidance on care and handling of orthopedic implants,ISO 8828:2014,Global,Orthopedic Implants;Servicing;Storage,Requirements for maintaining implant integrity during handling.
ISO_25539-4,Cardiovascular implants — Endovascular devices — Part 4: Application of coatings,ISO 25539-4:2024,Global,Stents;Grafts;Coating Lines,Requirements for characterizing drug-polymer and bioactive coatings.
ISO_5840-4,Cardiovascular implants — Cardiac valve prostheses — Part 4: Clinical evaluation,ISO 5840-4:2021,Global,Heart Valves;Surgical Implants;Clinical,Methodology for validating clinical endpoints for valve replacements.
ISO_14242-3,Implants for surgery — Wear of total hip-joint prostheses — Part 3: Loading and displacement parameters,ISO 14242-3:2009,Global,Hip Implants;Wear Simulators;Metrology,Defines orbital bearing motion profiles for joint wear validation.
ISO_14243-1,Implants for surgery — Wear of total knee-joint prostheses — Part 1: Loading and displacement parameters,ISO 14243-1:2022,Global,Knee Implants;Wear Simulators;Metrology,Gat cycle simulation for load-controlled knee joint simulators.
ISO_14243-2,Implants for surgery — Wear of total knee-joint prostheses — Part 2: Methods of measurement,ISO 14243-2:2016,Global,Knee Implants;Metrology;Laboratory,Gravimetric protocols for assessing tibial insert mass loss.
ASTM_F1798,Standard Guide for Evaluating Interconnection Mechanisms in Spinal Arthrodesis,ASTM F1798-24,US,Spinal Implants;Fatigue Rigs;Assembly,"PQ method for validating spinal clamps, plugs, and cross-links."
ISO_10555-2,Intravascular catheters — Part 2: Angiographic catheters,ISO 10555-2:2013,Global,Catheters;Imaging;Interventional,Specific requirements for catheters used in contrast delivery.
